8,8,7.000000,1200.000000
8,9,7.800000,1156.000000
8,10,8.000000,1172.000000
8,11,7.900000,1101.000000
8,12,7.900000,1186.000000
8,13,7.500000,1100.000000
8,14,7.800000,1058.000000
8,15,7.900000,1124.000000
8,16,8.100000,1155.000000
8,17,7.900000,1088.000000
8,18,7.900000,1053.000000
8,19,6.900000,1214.000000
8,20,7.300000,1100.000000
8,21,7.300000,1174.000000
8,22,7.100000,1096.000000
8,23,7.800000,1041.000000
8,24,7.800000,1095.000000
9,1,7.800000,1180.000000
9,2,7.300000,1102.000000
9,3,7.600000,1081.000000
9,4,7.800000,1154.000000
9,5,7.100000,1121.000000
9,6,7.800000,1051.000000
9,7,7.700000,1021.000000
9,8,7.800000,1042.000000
9,9,8.300000,1192.000000
9,10,7.700000,1070.000000
9,11,8.000000,1053.000000
9,12,8.100000,1114.000000
9,13,7.700000,1015.000000
9,14,7.700000,1024.000000
9,15,7.500000,1033.000000
9,16,8.300000,1170.000000
9,17,7.600000,1204.000000
9,18,8.000000,1058.000000
9,19,8.000000,1067.000000
9,20,8.000000,1077.000000
9,21,8.800000,1463.000000
9,22,9.200000,2067.000000
9,23,9.700000,5899.000000
